,tweet,username,date,time,likes_count,cleaned_tweets
14447,Watching for aapl to break inside day either way. Breaks up spy will follow higher. Don’t trade same day contracts after 12 EST,lauren_a83,2021-09-17,20:48:40,15,watching aapl break inside day either way breaks spy follow higher trade day contracts 12
14453,"Most popular ticker searches on @cnbc dot com from Thursday, 9/16/21:  1) 10Y US Treasury yield 2) Apple $AAPL 3) Dow Jones Industrial Avg 4) S&amp;P 500 5) $WYNN Resorts 6) Tesla $TSLA 7) Palantir $PLTR 8) Alibaba $BABA 9) Amazon $AMZN 10) Gold futures",thedomino,2021-09-17,20:45:19,13,popular ticker searches dot thursday 9 16 21 1 10y us treasury yield 2 apple aapl 3 dow jones industrial avg 4 amp p 500 5 wynn resorts 6 tesla tsla 7 palantir pltr 8 alibaba baba 9 amazon amzn 10 gold futures
14455,Good Morning! Here is this morning's pre-market #darkpool activity! $ADP $MNR $ROST $AAPL $MDLZ $SBUX    https://t.co/Rtu4YxAwfD  https://t.co/rTeMEztuFr,melstone31,2021-09-17,20:44:44,12,good morning morning's pre-market activity adp mnr rost aapl mdlz sbux
14489,$KESS Lotto Friday: 9/17/21  $AMD 108c&gt;107 $AAPL 152.5c&gt;150 $AMAT 150c&gt;146 $CRM 265&gt;262.5 $TSLA 770c&gt;765 $CROX 165c&gt;160  $PYPL 280p&lt;282 $ZM 275p&lt;277 $AMC 43p&lt;43.5  You know the rules!! Take your profits quick and don't throw what you can't lose! Its OPEX don't forget! Good luck.  https://t.co/15I1HwQfo7,bullishsight,2021-09-17,20:26:34,12,kess lotto friday 9 17 21 amd 108c gt 107 aapl 152 5c gt 150 150c gt 146 crm 265 gt 262 5 tsla 770c gt 765 crox 165c gt 160 pypl 280p lt 282 zm 275p lt 277 amc 43p lt 43 5 know rules profits quick throw can't lose opex forget good luck
14494,There can only be one.   https://t.co/j8AxMiySzu,aaplcollection,2021-09-17,20:24:20,90,
14501,$aapl levels and thoughts  https://t.co/gyJKn4UNts,reddogt3,2021-09-17,20:19:40,25,aapl levels thoughts
14502,This Weeks Most Active stock options $AAPL $PLTR $SDC $MSFT $AMC $GSAT $TSLA  https://t.co/JsgO5bApEz,upboptionmil,2021-09-17,20:19:27,25,weeks active stock options aapl pltr sdc msft amc gsat tsla
14517,C'mon $AAPL. Get your damn store up for pre-orders so I can order my damn iPhone.,squawksquare,2021-09-17,20:07:44,51,c'mon aapl get damn store pre-orders order damn iphone
14535,Todays top stock option open interest changes $EDU $AAPL $PLTR $CSCO $CLOV $ZNGA $NIO  https://t.co/OWLUPAiHxB,upboptionmil,2021-09-17,19:54:03,22,todays top stock option open interest changes edu aapl pltr csco clov znga nio
14546,#Apple $AAPL  Ingresos anuales por producto  (vía @StatistaCharts)  https://t.co/I3sJGfUK4L,gualestrit,2021-09-17,19:41:49,93,aapl ingresos anuales producto vía
14551,@UncommonYield My 7 &amp; 8 year olds are taking the Peter Lynch approach of buying what they know  $AMZN - Alexa $GOOG - YouTube $AAPL - iPad $MSFT - Minecraft  $NFLX $TSLA - youtubers drive them $FB - Instagram $WMT - Toys $TGT - mommy loves it $SBUX - drinks $NKE - cool shoes $HAS - Toys,divcultivator,2021-09-17,19:38:06,27,7 amp 8 year olds taking lynch approach buying know amzn - alexa goog - youtube aapl - ipad msft - minecraft nflx tsla - youtubers drive fb - instagram wmt - toys tgt - mommy loves sbux - drinks nke - cool shoes - toys
14572,"Není to tak dávno, kdy jsem tady s některými s napětím sledoval, která že to firma jako první překoná tržní kapitalizaci bilionu dolarů. A dnes? #AAPL 2,46 #MSFT 2,3 #GOOG 1,92 #AMZN 1,76 I ten Facebook prekonal bilionovou hranici a nikdo ani nevzdechne :)",jarsura,2021-09-17,19:12:50,51,není dávno kdy jsem tady některými napětím sledoval která firma jako první překoná tržní kapitalizaci bilionu dolarů dnes 2 46 2 3 1 92 1 76 ten facebook prekonal bilionovou hranici nikdo ani nevzdechne
14674,Index fund investors buying global funds can achieve financial independence  Growth investors buying companies like $AAPL and $MSFT can achieve financial independence   Dividend investors...  Crypto investors...  Real estate investors...   JUST INVEST,thewealthwolf1,2021-09-17,16:18:46,45,index fund investors buying global funds achieve financial independence growth investors buying companies like aapl msft achieve financial independence dividend investors crypto investors real estate investors invest
14692,Invest In What You Use Everyday:   Apple $AAPL Amazon $AMZN Facebook $FB Google $GOOGL Home Depot $HD Nvidia $NVDA Netflix $NFLX Proctor Gamble $PG Starbucks $SBUX,jack_mccloskey_,2021-09-17,16:00:02,12,invest use everyday apple aapl amazon amzn facebook fb google googl home depot hd nvidia nvda netflix nflx proctor gamble pg starbucks sbux
14727,😅 $AAPL  https://t.co/SHUcLouWun,anyatrades,2021-09-17,15:06:38,824,aapl
14814,"$AAPL Dark Pool: 66%🐂huge dark pool purchases today, over $160M bought in dark pool today Options flow: $5k 55%🐂 $15k 59%🐂 $30k 52%🐂 $100k+ 68%🐻 Think it's safe to say we see a bullish day tomorrow👀  data by @unusual_whales  Know lets do some TA check thread below  https://t.co/j4ykYTE14H",space_scalper,2021-09-17,13:03:22,61,aapl dark pool 66 huge dark pool purchases today 160m bought dark pool today options flow 5k 55 15k 59 30k 52 100k 68 think safe say see bullish day tomorrow data know lets check thread
14829,"Many tell me ""Sir, the next time you see a trade like Amzn, Aapl, Indusind, Twtr, Tata Motors, HFCL,at multi year lows, tell us.We'll buy too"". I laugh:""You never wud because you'd say""Too risky'. In hindsight,all great trades seem easy. But they weren't so then.  Ad-tech?",1shankarsharma,2021-09-17,12:37:25,679,many tell sir next time see trade like amzn aapl indusind twtr tata motors hfcl year lows tell us we'll buy laugh never wud say risky' hindsight great trades seem easy ad-tech
14848,FREE TW0E #options Trade Ideas: Scale out&gt; 25%.  $FB Calls&gt;373.60 | Puts&lt;369.69 $AAPL Calls&gt;149 | Puts&lt;147.22 $DKNG Calls&gt;60.23 | Puts &lt;59.06 $PTON Calls&gt;106.58 | Puts&lt;103.80  Targets: TW0E numbers on the charts.  99❤️ for real-time setups.  #TW0E #Options #Stocks #DayTrading  https://t.co/cZuEBR3yVb,protrader_vini,2021-09-17,12:16:37,19,free tw0e trade ideas scale gt 25 fb calls gt 373 60 puts lt 369 69 aapl calls gt 149 puts lt 147 22 dkng calls gt 60 23 puts lt 59 06 pton calls gt 106 58 puts lt 103 80 targets tw0e numbers charts 99 real-time setups
14859,Lotto Friday 9/17 ⚠️EXTREMELY RISKY   $BABA 150P under 152.78 $MSFT - 310C over 305.28 $AAPL - 150C over 149 / 147P under 147.21 $PLTR -30C over 28.73 / 27P under 27.5 $WFC 47C over 46.60 $AFRM 120C over 119.75  Keep bets small. Lock in gains quickly.,traderjoestonks,2021-09-17,12:08:12,22,lotto friday 9 17 extremely risky baba 150p 152 78 msft - 310c 305 28 aapl - 150c 149 147p 147 21 pltr -30c 28 73 27p 27 5 wfc 47c 46 60 afrm 120c 119 75 keep bets small lock gains quickly
14862,#myPF+3.22%  👆 $CRWD+1.99% $AI+微 $DKNG+微 $PLTR+5.72% 👇 $ZM-微 $AAPL-微 $SKLZ-1.79% $OMI-微  パランティアが飛んだ🤤 利確も入るだろうけど、乗った方が良さそうな流れではある🧐  https://t.co/HAuqCJTQpc,03momi,2021-09-17,12:04:47,11,crwd 1 99 dkng pltr 5 72 zm- aapl- sklz-1 79 omi-
14866,Baaaahaha I love everyone doing this:  LOTTO FRIIIIIDAY:  TSLA C &gt; current $ - I win P &lt; current $ - I win  AAPL C &gt; current $ - I win P &lt; current $ - I win  Shall I continue? Every new furu becoming a carbon copy of each other smh,kliphten,2021-09-17,11:57:15,13,baaaahaha love everyone lotto friiiiiday tsla gt current - win p lt current - win aapl gt current - win p lt current - win shall continue every new furu becoming carbon copy smh
14901,FREE #1indicator swing trade ideas  $AAPL $AMD $BAC $DIA $GS $IWM $JPM $MS $ORCL $PYPL $SNAP $SPY  Please ❤ for more swing trade ideas  https://t.co/8K3bxxaZLR,volatileoptions,2021-09-17,11:17:44,42,free swing trade ideas aapl amd bac gs iwm jpm ms orcl pypl snap spy please swing trade ideas
14923,👴特別なスキルを習得せずとも投資成果を出すことは不可能ではない。 $VTI を買う。それじゃ味気ないなら、高配当株式 $VYM にも分散、分散投資の気分を味わうことが出来る。(個別株投資したい)というのであれば $GOOG $FB $AAPL $AMZN $MSFT から数銘柄分散、同時に買い建てることをおすすめします。,jicchamatome,2021-09-17,10:52:00,618,vti vym goog fb aapl amzn msft
14924,Market Recap:  https://t.co/CSygYeI4Pn How did maximum pain change after today's roller coaster? + What to expect tomorrow from Quad Witching? + The rise of the dollar + Why lean hogs prices popped today + Charts $SPY $QQQ $IWM $DXY $VIX $GLD $TLT $AAPL $TSLA $AMC  https://t.co/VLs5Lk7rtV,themaverickws,2021-09-17,10:51:07,44,market recap maximum pain change today's roller coaster expect tomorrow quad witching rise dollar lean hogs prices popped today charts spy qqq iwm dxy vix gld tlt aapl tsla amc
14934,"Introducing the Apple iCar!  1,000HP, 520 Mile range, charges 300 miles in 20 minutes!  Oh wait, that is the $LCID Air, not an $AAPL car.  $TSLA $F $GM @SpacBobby @stocktalkweekly @SpacGuru @gurgavin @AlexCutler247 @tim_cook @munster_gene @stephenLweiss @jonnajarian @DanielTNiles  https://t.co/EL3gNRKk2R",drgarp123,2021-09-17,10:41:03,11,introducing apple icar 1 000hp 520 mile range charges 300 miles 20 minutes oh wait lcid air aapl car tsla f gm
14955,iOs DoSeN’t SuPpOrT sIdElOaDiNg!!!  https://t.co/KBsf9E9ftC,aaplparody,2021-09-17,10:26:07,24,ios dosen support sideloading
14961,"Reminder, tomorrow is quadruple witching day, which is where all stock index futures, stock index options, stock options, and single stock futures expire simultaneously. Expect a very volatile choppy session tomo. $SPY $QQQ $IWM $AAPL $BABA $TSLA $FB $BYND $GME",icoptionstrade,2021-09-17,10:23:39,12,reminder tomorrow quadruple witching day stock index futures stock index options stock options single stock futures expire simultaneously expect volatile choppy session tomo spy qqq iwm aapl baba tsla fb bynd gme
14970,Why are apps sliding in from the side on iOS 15 RC?,aaplparody,2021-09-17,10:14:35,16,apps sliding side ios 15 rc
14973,Today's Option Volume Leaders  $PLTR 1.365m (79% call 21% put) $AAPL 1.087m (64% call 36% put) $TSLA 1.062m (47% call 53% put) $AMC 524k (71% call 29% put) $AMD 467k (73% call 27% put) $IRNT 457k (77% call 23% put) $AMZN 375k (64% call 36% put) $BBIG 355k (87% call 13% put),marketrebels,2021-09-17,10:11:45,69,today's option volume leaders pltr 1 365m 79 call 21 put aapl 1 087m 64 call 36 put tsla 1 062m 47 call 53 put amc 524k 71 call 29 put amd 467k 73 call 27 put irnt 457k 77 call 23 put amzn 375k 64 call 36 put bbig 355k 87 call 13 put
14974,Fyi this is the year apple will be forced to launch a car as they wont have anymore camera or battery updates left . $aapl car 2023,sanu_kiii,2021-09-17,10:11:36,12,fyi year apple forced launch car wont anymore camera battery updates left aapl car 2023
14998,$AAPL inside day...what will they do tomorrow? Watch for the signal #thestrat  https://t.co/GowMc7NVw3,chuckthetrader,2021-09-17,09:51:34,25,aapl inside day tomorrow watch signal
15007,"If this was not September, trust me, you would have bought $AAPL right away at that support   https://t.co/LyDhrttJst",bluemoontrades,2021-09-17,09:34:07,12,september trust would bought aapl right away support
15050,@TheCryptoLark If AAPL of AMZN buy we will be over 100k overnight and will never see these prices again.   Facts,ddubhayek,2021-09-17,08:37:50,20,aapl amzn buy 100k overnight never see prices facts
15079,$AMAT Coming up on a big resistance test at ATHs. May finally be ready to get through 146. I like this one for a swing on a move over ATHs. Can see 156 fib level  $SPY $AMZN $AAPL $BA $NFLX $TSLA $AMD $ROKU $NVDA $FB $PYPL $ETSY $SQ $MSFT  @TrendSpider  https://t.co/bVXBGP6EsG,pandaoptions,2021-09-17,08:07:34,21,coming big resistance test aths may finally ready get 146 like swing move aths see 156 fib level spy amzn aapl nflx tsla amd roku nvda fb pypl etsy sq msft
15081,$MSFT Close watch on this name for an ATH breakout. Multiple tests at the ATH and may be ready now. Over 306 we can see 310 next and then fibonacci level at 320  $SPY $AMZN $AAPL $BA $NFLX $TSLA $AMD $ROKU $NVDA $FB $PYPL $DOCU $ETSY $SQ  @TrendSpider  https://t.co/r2hGqe5WUJ,pandaoptions,2021-09-17,08:05:52,42,msft close watch ath breakout multiple tests ath may ready 306 see 310 next fibonacci level 320 spy amzn aapl nflx tsla amd roku nvda fb pypl docu etsy sq
15089,"$AMZN Liking the look on this name here. Healthy dip off the 3552 test and now curling back up. Over 3500 can take us to 3552, 3600 next  $SPY $AAPL $BA $NFLX $TSLA $AMD $ROKU $NVDA $FB $TWLO $BYND $PYPL $DOCU $CRWD $ETSY $SQ $MSFT $BABA $ZM  @TrendSpider  https://t.co/EJawgwKpR1",pandaoptions,2021-09-17,07:59:58,54,amzn liking look healthy dip 3552 test curling back 3500 us 3552 3600 next spy aapl nflx tsla amd roku nvda fb twlo bynd pypl docu crwd etsy sq msft baba zm
15093,$ETSY Nice breakout of consolidation today over 222. If it holds over 222 then 228 is coming next. I like it for a roll up and continuation over 228. Next target is 239  $SPY $AMZN $AAPL $BA $NFLX $TSLA $AMD $ROKU $NVDA $FB $PYPL $SQ $MSFT  @TrendSpider  https://t.co/oSyuIiBh3j,pandaoptions,2021-09-17,07:57:58,19,etsy nice breakout consolidation today 222 holds 222 228 coming next like roll continuation 228 next target 239 spy amzn aapl nflx tsla amd roku nvda fb pypl sq msft
15099,@finance_hipster Something my whole family practices is opening joint credit cards with your kids when they turn 18 and the parent uses the card for daily expenses for a couple years to help build credit. Almost had an 800 credit score by 22 because my dad was the one using the card and paying it,johnnyaapl_seed,2021-09-17,07:54:42,15,something whole family practices opening joint credit cards kids turn 18 parent uses card daily expenses couple years help build credit almost 800 credit score 22 dad using card paying
15100,"$PLTR Caught an entry at 27.50 today on this name and hit a high of 28.79 so far. Heres a look at the next levels. Over 29 can see 31 and then 33.60, 35.62  $SPY $AMZN $AAPL $BA $NFLX $TSLA $AMD $ROKU $NVDA $FB $CRWD $ETSY $SQ $MSFT $BABA  @TrendSpider  https://t.co/loSPw2Xzec",pandaoptions,2021-09-17,07:54:11,51,pltr caught entry 27 50 today hit high 28 79 far heres look next levels 29 see 31 33 60 35 62 spy amzn aapl nflx tsla amd roku nvda fb crwd etsy sq msft baba
15109, https://t.co/V1IKRegS96,aaplads,2021-09-17,07:46:01,110,
15113,ナスダックプラ転はメンヘラすぎんかww PFは引き続きAAPL以外堅調。リンゴ殿、しっかりしてくれい。。  https://t.co/RHtT2WZuUg,nobutaro_mane,2021-09-17,07:44:14,15,ww pfaapl
15122,Mid-September Recap: -Trade Profitability: 45/78 (57.69%) -Average Winner: (+80.97%) -Average Loser: (-17.24%) -Net Returns: (+4209.66%) -Best Trade: AAPL 9/10 155p on 9/10 | Alerted at 0.30 - Hit 6.25 (+1983.3%) -7 consecutive days and 10 of last 12 with (+100%) alerts,mandertrades,2021-09-17,07:31:14,44,mid-september recap -trade profitability 45 78 57 69 -average winner 80 97 -average loser -17 24 -net returns 4209 66 -best trade aapl 9 10 155p 9 10 alerted 0 30 - hit 6 25 1983 3 -7 consecutive days 10 last 12 100 alerts
15132,"Trade Ideas📝   $AMD 108c over 107 Targets: 109, 112, 113.25 Support: 103.50, 101.25, 100   $SQ 257.50c over 256 Targets: 259, 262, 265 Support: 250, 245, 241   $AAPL $TSLA $AMZN $SHOP $NVDA $SPX $FB $GME $AMC $NFLX $GOOGL $NIO $ROKU  https://t.co/esyxIEBigV",limitlesst1,2021-09-17,07:25:00,39,trade ideas amd 108c 107 targets 109 112 113 25 support 103 50 101 25 100 sq 257 50c 256 targets 259 262 265 support 250 245 241 aapl tsla amzn shop nvda spx fb gme amc nflx googl nio roku
15172,0dte Friday Triggers 🎯    $TSLA 770c &gt; 758.61 | 720p &lt; 738.62 $AMZN 3550c &gt; 3494 | 3400p &lt; 3450 $MRNA 450c &gt; 443.28 | 415p &lt; 427.69 $AAPL 150c &gt; 149.03 | 147p &lt; 147.02 $RBLX 83c &gt; 82.41 | 80p &lt; 80.30 $FB 380c &gt; 375.73 | 365p &lt; 368.54  Good Luck 🍀  https://t.co/RphS5V2Een,cblastbt,2021-09-17,06:50:23,19,0dte friday triggers tsla 770c gt 758 61 720p lt 738 62 amzn 3550c gt 3494 3400p lt 3450 mrna 450c gt 443 28 415p lt 427 69 aapl 150c gt 149 03 147p lt 147 02 rblx 83c gt 82 41 80p lt 80 30 fb 380c gt 375 73 365p lt 368 54 good luck
15175,Glock’s #LottoFriday Picks  Keep size small &amp; Good luck!  $AAPL 149C &gt; 148.97 | 147P &lt; 147.25 $SNAP 74C &gt; 73.40 | 71P &lt; 71.56  $FB 375C &gt; 373.45 | 365P &lt; 369.70 $HOOD 43C &gt; 42.56 | 40P &lt; 40.90  169 likes for more FREE picks.💸,glockied,2021-09-17,06:48:07,235,glock picks keep size small amp good luck aapl 149c gt 148 97 147p lt 147 25 snap 74c gt 73 40 71p lt 71 56 fb 375c gt 373 45 365p lt 369 70 hood 43c gt 42 56 40p lt 40 90 169 likes free picks
15197,Building a dividend portfolio that pays you monthly couldn’t be simpler;  - #AAPL - #NKE - #MCD  These 3 stocks combined will pay you every month of the year simply for owning them.   Attaining financial freedom is simpler than you think!,financemaster,2021-09-17,06:24:35,30,building dividend portfolio pays monthly simpler - - - 3 stocks combined pay every month year simply owning attaining financial freedom simpler think
