,tweet,username,date,time,likes_count,cleaned_tweets
7921,"""This should be a $200 stock in the next year-plus. Apple users touch their products a 1,000+ times a day. That's almost like an addictive factor to this which is a powerful testament,"" says @loupfunds' @munster_gene on his outlook for $AAPL.  https://t.co/AXqK818BRW",squawkcnbc,2021-09-21,19:14:18,30,200 stock next year-plus apple users touch products 1 000 times day that's almost like addictive factor powerful testament says outlook aapl
7925,"B of A: “.. $AAPL has navigated the China relationship admirably,” but a “resurgence of nationalist sentiment in China could negatively impact iPhone sales. Every 10% drop in iPhone sales in the country would imply .. a ~$4bn headwind to revenue.”  Reiterate Neutral, $160 target.",carlquintanilla,2021-09-21,19:12:08,30,b aapl navigated china relationship admirably resurgence nationalist sentiment china could negatively impact iphone sales every 10 drop iphone sales country would imply 4bn headwind revenue reiterate neutral 160 target
7926,$AMD 102.94 bought calls at 100.8 $RBLX 78.92 bought calls at 77.5 $SNOW 315.81 bought calls at 306 $AAPL 144.8 bought calls at 143 • Trust your convictions💎✋  https://t.co/qFMCeyZehf,jpatrades,2021-09-21,19:11:44,25,amd 102 94 bought calls 100 8 rblx 78 92 bought calls 77 5 snow 315 81 bought calls 306 aapl 144 8 bought calls 143 trust convictions
7933,"Check out the #Instareplay of the #630club on Instagram. I do it every morning, don't miss out! $SPX $SPY $QQQ $AAPL $TSLA $BTC $ETH   https://t.co/PrbRNbaoAq",reddogt3,2021-09-21,19:02:51,18,check instagram every morning miss spx spy qqq aapl tsla btc eth
7938,@munster_gene talking $AAPL and other opportunities on @SquawkCNBC with @andrewrsorkin. He mentioned $200 price level for $AAPL :),grassosteve,2021-09-21,18:59:33,13,talking aapl opportunities mentioned 200 price level aapl
7944,Going to ring the register today after all my buys yesterday. $TSLA $AAPL $QQQ $BA $BABA $GS $JPM  https://t.co/m1h595HelM,squawksquare,2021-09-21,18:50:38,153,going ring register today buys yesterday tsla aapl qqq baba gs jpm
7949,$AAPL $144.5 pre,moon_shine15,2021-09-21,18:46:50,12,aapl 144 5 pre
7956,"🇨🇳 Evergrande krizi sonrası hammadde sektörü hisseleri  🚀 Boeing’den 1,6 milyar dolarlık balistik füze anlaşması  📲 Apple’ın iPhone 13 ön siparişlerinde ilk durum  Piyasa öncesi gelişmeler için 👇  #MidaslaBirlikte #PiyasaÖncesi #Boeing #BA #Apple #AAPL   https://t.co/feehynm26b",getmidas,2021-09-21,18:42:22,15,evergrande krizi sonrası hammadde sektörü hisseleri boeing 1 6 milyar dolarlık balistik füze anlaşması apple ın iphone 13 ön siparişlerinde durum piyasa öncesi gelişmeler
7964,昨日の買い付け  QYLD 50株 KO 5株 VT 4株 VEA 3株 SBUX 3株 AAPL 2株 MSFT 2株 QCOM 2株 VTI 2株 CAT 1株 JPM 1株 SPY 1株 QQQ 1株 VIG 1株 VOOV 1株  下落時に買増すのは独特の緊張感ですね。今後さらに下げる可能性はありますが、長期で見れば昨日買うか来週買うかは誤差だと自分に言い聞かせます。,tcebkmdlombcvei,2021-09-21,18:33:48,22,qyld 50 5 vt 4 vea 3 sbux 3 aapl 2 msft 2 qcom 2 vti 2 1 jpm 1 spy 1 qqq 1 vig 1 voov 1
8008,"$AAPL  Apple Wants iPhones To Help Detect Depression, Cognitive Decline - WSJ    Partners include Biogen BIIB - Also studying whether iPhone could detect autism (What are your thoughts on this?)",volumeprintcess,2021-09-21,17:49:32,41,aapl apple wants iphones help detect depression cognitive decline - wsj partners include biogen biib - studying whether iphone could detect autism thoughts
8033,"*Apple Researching iPhone Features to Help Detect Depression, Cognitive Decline--Sources  *Apple Research Could Use iPhone Data Like Typing Metrics and Facial Recognition--Sources  *Apple Research Partners Include UCLA, Biogen, and Duke--Sources  $BIIB AAPL",deitaone,2021-09-21,17:30:42,107,apple researching iphone features help detect depression cognitive decline--sources apple research could use iphone data like typing metrics facial recognition--sources apple research partners include ucla biogen duke--sources biib aapl
8147,@_masterinvestor $VOO $VTI $AAPL $MSFT for the scholarship,twiitter_name,2021-09-21,13:30:22,18,voo vti aapl msft scholarship
8160,Most Mentioned Tickers on WSB (via Swaggy Stocks)  1. $SDC 2. $PLTR 3. $AAPL 4. $TSLA 5. $WISH 6. $UVXY 7. $AMD 8. $LCID 9. $QQQ 10. $GME  Note: $ATER (#3 on Stocktwits) and $BBIG (#5) can't be discussed on WSB as their market caps are under $1.5 billion.,marketrebels,2021-09-21,13:00:00,95,mentioned tickers wsb via swaggy stocks 1 sdc 2 pltr 3 aapl 4 tsla 5 wish 6 uvxy 7 amd 8 lcid 9 qqq 10 gme note ater stocktwits bbig can't discussed wsb market caps 1 5 billion
8164,👏本日より注文受付開始👏 日中でも米国株取引が可能となる「米国株国内店頭取引」 ↓開始当初の取扱銘柄↓  $AAPL $ADBE $AMD $AMZN $BA $CRM $DIS $FB $GOOGL $INTC  $JNJ $JPM $KO $MRNA $MSFT $NFLX $NVDA $PFE $PG $PYPL  $QCOM $QQQ $SPY $SQ $T $TSLA $V $VZ $WMT $XOM  https://t.co/45R6yuXPTb,monexus_stock,2021-09-21,12:50:01,14,aapl adbe amd amzn crm dis fb googl intc jnj jpm mrna msft nflx nvda pfe pg pypl qcom qqq spy sq tsla vz wmt xom
8193,"$SPY $QQQ update. Firm bounce off support. Heavy volume capitulation type day. Daily osc oversold, but wkly osc has room to drop if it wants. Open Mind either way.  Tu: US GovtFundingBill Wed: China mkt re-opens, BoJ, FOMC/dots   Th: FlashPmi, LEI Fri: $AAPL iphone orders, Powell  https://t.co/fJL5cI97SO",terri1618,2021-09-21,11:57:14,11,spy qqq update firm bounce support heavy volume capitulation type day daily osc oversold wkly osc room drop wants open mind either way us govtfundingbill wed china mkt re-opens boj fomc dots th flashpmi fri aapl iphone orders powell
8194,香港株の前引け 一時はプラ転も徐々に再度マイナスへ↘️ エバーグランデは4.8%安  中国は世界二の経済大国で $AAPL iPhoneの世界最大市場だったり 日米ともにハイテクも含め影響がないとは言えないため  その波及度合いを探ってる感じ😨  #米国株 #レバナス  https://t.co/3WeL6iODCH,mimiru_usstock,2021-09-21,11:57:10,19,4 8 aapl iphone
8215,Good morning 🌤️  Looking for the safest haven to keep your assets safe in a harsh market? 🔴  We are here to help YOU. Stake now  https://t.co/uI19mwC5LT  #synthetic #Currencies #stockmarkets #AAPL #TSLA @elonmusk  https://t.co/ihTVZjhfG2,twindexcom,2021-09-21,11:40:17,22,good morning looking safest keep assets safe harsh market help stake
8226,Market Recap:  https://t.co/Gdziznujyp How serious is the Evergrande crisis? + Why a market rebound is coming but it will be short lived + Is Jerome Powell even capable of saving the market? +T he evil of palm oil &amp; EV's + Charts $SPY $QQQ $IWM $DXY $TLT $BTC $GLD $AAPL $TSLA $AMC  https://t.co/d0hh1xUNi0,themaverickws,2021-09-21,11:24:32,38,market recap serious evergrande crisis market rebound coming short lived jerome powell even capable saving market evil palm oil amp ev's charts spy qqq iwm dxy tlt btc gld aapl tsla amc
8239,"As a new trader, I always had problems with what those big people talked about when they said AH, EMA, LOD etc....Hope this helps some new folks. $SPY $QQQ $AMZN $TSLA $AAPL $LCID $SPX $ZM $MRNA  https://t.co/hPr6w68AM0",icoptionstrade,2021-09-21,11:10:24,12,new trader always problems big people talked said ah ema lod etc hope helps new folks spy qqq amzn tsla aapl lcid spx zm mrna
8258,"The design of the compact all-in-one Macintosh computers of the 1980’s is both iconic and timeless. They can be a challenge to restore and maintain, but it’s worth the effort.  https://t.co/kMQ8Fi0xda",aaplcollection,2021-09-21,10:49:39,49,design compact all-in-one macintosh computers 1980 iconic timeless challenge restore maintain worth effort
8265,"Titãs da tecnologia dos EUA, como Apple (NASDAQ: AAPL), Nvidia (NASDAQ: NVDA) e Applied Materials (NASDAQ: AMAT) se juntaram em uma ampla lista de perdas no setor de tecnologia resultantes de preocupações sobre a possibilidade de a gigante imobiliária chinesa Evergrande",florzinhaapime1,2021-09-21,10:46:19,11,titãs tecnologia eua apple nasdaq aapl nvidia nasdaq nvda applied materials nasdaq juntaram ampla lista perdas setor tecnologia resultantes preocupações possibilidade gigante imobiliária chinesa evergrande
8301,All devices up to date 😎,aaplparody,2021-09-21,09:51:39,14,devices date
8324,"4/  $AAPL $GOOGL   And how much does Apple pay Google for this ad a year?  Maybe, say 100 million clicks x $3?  https://t.co/DBwVHAFoBA",ophirgottlieb,2021-09-21,09:20:00,12,4 aapl googl much apple pay google year maybe say 100 million clicks x 3
8334,"[Update] $AAPL Daily. Looks like wave 4 underway, this wave usually retraces b/t .382-.5 of wave 3 so #AAPL is now entering the reversal zone  https://t.co/KPHOrEMBmx",reciknows,2021-09-21,09:06:10,14,update aapl daily looks like wave 4 underway wave usually retraces b 382- 5 wave 3 entering reversal zone
8350,Hello iPadOS 15!!,aaplparody,2021-09-21,08:55:36,12,hello ipados 15
8391,"Since we've launched the breakout bot now, the next item for our discord users is a social media spike activity detection bot. 👇  Here's a sneak peek. Should be ready to roll out in about 2-4 weeks.  $SPY $SPX $AAPL $COIN  https://t.co/UXJ0aCj1w9",tradytics,2021-09-21,08:14:49,24,since we've launched breakout bot next item discord users social media spike activity detection bot here's sneak peek ready roll 2-4 weeks spy spx aapl coin
8398,"Quick Take on Apple and the Nasdaq (Plus: $AMD, $NIO, $PLTR, $NFLX, $PFE, $FSLR)  Is this another Quad-Witching bear trap for $AAPL $QQQ?   https://t.co/alPNFStylo",puppy_trades,2021-09-21,08:03:05,94,quick apple nasdaq plus amd nio pltr nflx pfe fslr another quad-witching bear trap aapl qqq
8430,$AAPL アップル「iPhone13」販売、「好調」な出だし－モルガン・スタンレー  https://t.co/45NHnvpbsm,us_stock_invest,2021-09-21,07:36:08,35,aapl iphone13
8441,$AAPL broken  https://t.co/zlllXjQI13,bearingtontrade,2021-09-21,07:25:08,14,aapl broken
8444,Here's how the largest stocks performed today  Apple $AAPL -2.1% Microsoft $MSFT -1.9% Google $GOOGL -1.5% Amazon $AMZN -3.1% Facebook $FB -2.5% Tesla $TSLA -3.9% Berkshire $BRK.B -0.9% Taiwan Semi $TSM -2.6% Nvidia $NVDA -3.6% Visa $V -0.8% JPMorgan $JPM -3% $JNJ -0.6%,stockmktnewz,2021-09-21,07:23:12,27,here's largest stocks performed today apple aapl -2 1 microsoft msft -1 9 google googl -1 5 amazon amzn -3 1 facebook fb -2 5 tesla tsla -3 9 berkshire brk b -0 9 taiwan semi tsm -2 6 nvidia nvda -3 6 visa -0 8 jpmorgan jpm -3 jnj -0 6
8446,おはやいます！ バーゲンセールでAAPL🍎少しだけ買い増し！ 指値入れてたのが約定してました☺️ バーゲンセール嬉しいな☺️  ✔︎今日はスタバで豆買うの忘れない,momoneko_nyam,2021-09-21,07:22:46,11,aapl
8458,Helping people quit their 9-5’s  &amp; achieve every dream imaginable. 🙌  I love to see it. 😍  $AAPL $TSLA $BBIG $LCID $NFLX $AMZN $CEI $NVDA $AMC $GME $AMD $ZM $AEI $FB $MSFT $MRNA $SPY $QQQ $VIX $UVXY  https://t.co/aBaU5GuPCI,rich_herich,2021-09-21,07:16:38,13,helping people quit 9-5 amp achieve every dream imaginable love see aapl tsla bbig lcid nflx amzn nvda amc gme amd zm aei fb msft mrna spy qqq vix uvxy
8462,"Trade Ideas📝   $MRNA 450c over 444 Targets: 451, 455, 469 Support: 416, 406, 400   $UAL 45c over 46 Targets: 47, 48.30, 50 Support: 44, 43, 40   $AAPL $TSLA $AMZN $SHOP $NVDA $SPX $FB $GME $AMC $NFLX $GOOGL $NIO $ROKU  https://t.co/kHBoBSRNDu",limitlesst1,2021-09-21,07:15:00,17,trade ideas mrna 450c 444 targets 451 455 469 support 416 406 400 ual 45c 46 targets 47 48 30 50 support 44 43 40 aapl tsla amzn shop nvda spx fb gme amc nflx googl nio roku
8476,アップル $aapl  アップルのスマートフォン「ｉＰｈｏｎｅ13プロ」と「プロマックス」のリードタイム（発注から納品までにかかる時間）は、予約開始日の９月17日時点で過去５年では２番目の強さだとモルガン・スタンレーが指摘した。   https://t.co/55QGnpKQlo,buy_hayashirice,2021-09-21,07:03:21,13,aapl 1317
8483,Most Mentioned Tickers on WSB (via Swaggy Stocks)  1. $SDC 2. $PLTR 3. $TSLA 4. $AAPL 5. $WISH 6. $UVXY 7. $AMD 8. $QQQ 9. $LCID 10. $BABA,marketrebels,2021-09-21,07:00:01,54,mentioned tickers wsb via swaggy stocks 1 sdc 2 pltr 3 tsla 4 aapl 5 wish 6 uvxy 7 amd 8 qqq 9 lcid 10 baba
8491,Goodbye to iPadOS 14…,aaplparody,2021-09-21,06:54:17,11,goodbye ipados 14
8502,"Updated Weekly Watch!  Also, I forgot to thank you all for 14k follows! You are all awesome! 👊  $GOOG $AMD $AAPL $MSFT $TWTR  $FB  https://t.co/feL6eu9yxB",spyhatesme,2021-09-21,06:43:32,85,updated weekly watch forgot thank 14k follows awesome goog amd aapl msft twtr fb
8520,@unusual_whales Thats $aapl. Lol. Oo wait… That’s pretty much every US Company. 😂😂😂😂🤣🤣🤣🤣,polymorphglitch,2021-09-21,06:25:35,25,thats aapl lol oo wait pretty much every us company
8574,Most active flow today:  $IRNT - 93% call flow $AAPL - 51% call flow $VIX - 52% put flow $TSLA - 76% put flow $BABA - 60% call flow  https://t.co/mFrIcsQMjj,cheddarflow,2021-09-21,05:56:05,19,active flow today irnt - 93 call flow aapl - 51 call flow vix - 52 put flow tsla - 76 put flow baba - 60 call flow
8582,VIDEO: Market Technical analysis 9/20/2021  https://t.co/ZkXUBPHd4j $SPX $SPY $IWM $QQQ $XLF $XLV $XBI $LABU $LABD $VIX $UVXY $GDX $JNUG $USO $UNG $TSLA $NG $AAPL #Volatility #Biotech #Market #Stocks #Daytrader #Invest,chartguys,2021-09-21,05:49:29,20,video market technical analysis 9 20 2021 spx spy iwm qqq xlf xlv xbi labu labd vix uvxy gdx jnug uso ung tsla ng aapl
8586,"$AAPL slightly undercut its July low and therefore it's now in a failed daily cycle. Same as with SPX, the ideal date for the DCL based on the last 2 daily cycles is September 22, and the price target is the 200 DMA currently at 134.  https://t.co/pyM85vkguM",cyclesfan,2021-09-21,05:47:18,19,aapl slightly undercut july low therefore failed daily cycle spx ideal date dcl based last 2 daily cycles september 22 price target 200 dma currently 134
8595,🍀米国株の保有(2021/09/21)🍀 🇺🇸MSFT  999 🇺🇸AAPL    30-10 🇺🇸ADBE    10 🇺🇸NNDM  16 📈QQQ   520 📈VGT    210 📈XLK    260-10 📈TECL  152 📈VOO     76 📈SPXL    37+24 📈SPLG    2 📈QYLD     1+1 📈ARCC     4,norinori7007,2021-09-21,05:39:19,23,2021 09 21 msft 999 aapl 30-10 adbe 10 nndm 16 qqq 520 vgt 210 xlk 260-10 tecl 152 voo 76 spxl 37 24 splg 2 qyld 1 1 arcc 4
8597,"Market video update! Crucial juncture for the markets here. See my updated $SPX count and how I'm using $AAPL as a proxy to view the next market legs (up or down). (If you want the HD version, wait a couple hours!)  https://t.co/P0RjpsWO6v",pikespeaktrades,2021-09-21,05:38:53,31,market video update crucial juncture markets see updated spx count i'm using aapl proxy view next market legs hd version wait couple hours
8599,"For long term investors, buying great companies when the stock price is outside its lower bollinger band has historically provided great opportunities.   Examples: $NVDA $AAPL $FB $SE  https://t.co/PWWYtmKjMc",marlin_capital,2021-09-21,05:38:21,214,long term investors buying great companies stock price outside lower bollinger band historically provided great opportunities examples nvda aapl fb
8613,"Get ready for a market video from me tonight! Crucial update for $SPX, using $AAPL as an important proxy for the overall market.",pikespeaktrades,2021-09-21,05:30:47,45,get ready market video tonight crucial update spx using aapl important proxy overall market
8618,Large cap stocks with the most shares traded today  Ford $F 125.2M shares Apple $AAPL 123.2M Palantir $PLTR 88.7M $AMC 70.3M $VALE 67.3M Lucid $LCID 67.9M $BAC 66.9M $NIO 57M AT&amp;T $T 47.6M Cleveland $CLF 45.5M $AMD 44.7M American $AAL 42.9M $ITUB 42M Pfizer $PFE 41.5M,stockmktnewz,2021-09-21,05:25:35,17,large cap stocks shares traded today ford f 125 2m shares apple aapl 123 2m palantir pltr 88 7m amc 70 3m vale 67 3m lucid lcid 67 9m bac 66 9m nio 57m amp 47 6m cleveland clf 45 5m amd 44 7m american aal 42 9m itub 42m pfizer pfe 41 5m
8628,"$AAPL ended Wave 3 from the 3/8 low during a run from 122 to 157 that is subdivided into 5 Waves  $AAPL is finishing Wave 4 at the 38.2% retracement of Wave 3. Usually Wave 4 retests, but doesn't close below, the Wave 1 high  if $AAPL &gt; 135-137, the Wave 5 target is 162-167 in 7W  https://t.co/rAgySKiuBD",puppy_trades,2021-09-21,05:20:31,52,aapl ended wave 3 3 8 low run 122 157 subdivided 5 waves aapl finishing wave 4 38 2 retracement wave 3 usually wave 4 retests close wave 1 high aapl gt 135-137 wave 5 target 162-167 7w
8637,Some say “meme stocks” or a “phase in retail trading” what I saw today was a slaughter of the market and $AMC and $GME hold their own with the likes of $AAPL $AMZN etc.  This is not a phase.  These are two of the Worlds Greatest companies… #AMC #GME,gorillawesgic,2021-09-21,05:18:26,17,say meme stocks phase retail trading saw today slaughter market amc gme hold likes aapl amzn etc phase two worlds greatest companies
8679,16/ The biggest risk imo is AAPL/GOOG pushing their own free app and surpassing MTTR’s developer ecosystem/data advantage given the size of their respective install bases and the attractiveness of this market. MTTR needs to scale up its platform before scanning is commoditized.,richard_chu97,2021-09-21,04:53:20,15,16 biggest risk imo aapl goog pushing free app surpassing mttr developer ecosystem data advantage given size respective install bases attractiveness market mttr needs scale platform scanning commoditized
8693,Most Traded Contracts  $TSLA 24 September $700 Put $AAPL 24 September $150 Call $AAPL 24 September $145 Call $LCID 24 September $24 Call $AAPL 24 September $143 Call $AAPL 24 September $140 Put $CCJ December $32 Call $AAPL 1 October $150 Call $F 24 September $13 Put,marketrebels,2021-09-21,04:45:00,36,traded contracts tsla 24 september 700 put aapl 24 september 150 call aapl 24 september 145 call lcid 24 september 24 call aapl 24 september 143 call aapl 24 september 140 put ccj december 32 call aapl 1 october 150 call f 24 september 13 put
8695,✅本日値動き ETF イン❌VOO-1.6% QQQ-2.2% 配当❌SPYD-1.4% VYM-2.3% コモ➡️GLD+0.7% SLV-0.7% クリ❌ICLN-2.7% QCLN-4.4%  個別 GAF❌AAPL-2.1% AMZN-3.1% Saa❌ZM-2.4% CRWD-2.1% グロ❌APPS-5.5% FVRR-2.0% ワク❌BNTX-5.6% MRNA-1.6% IPO😱AI-6.1% U-6.7% シク➡️H-1.2% DAL+1.7%  MY -3.57%  https://t.co/OMEuWTyRNt,toushi_tommy,2021-09-21,04:43:32,71,etf voo-1 6 qqq-2 2 spyd-1 4 vym-2 3 gld 0 7 slv-0 7 icln-2 7 qcln-4 4 gafaapl-2 1 amzn-3 1 saazm-2 4 crwd-2 1 apps-5 5 fvrr-2 0 bntx-5 6 mrna-1 6 ipoai-6 1 u-6 7 h-1 2 1 7 -3 57
8750,Monday Option Volumes  $AAPL 1.389m (61% call 39% put) $TSLA 930k (44% call 56% put) $PLTR 681k (67% call 33% put) $AMC 632k (60% call 40% put) $F 467k (62% call 38% put) $AMD 404k (61% call 39% put) $NVDA 402k (57% call 43% put) $NIO 387k (58% call 42% put),marketrebels,2021-09-21,04:15:15,38,monday option volumes aapl 1 389m 61 call 39 put tsla 930k 44 call 56 put pltr 681k 67 call 33 put amc 632k 60 call 40 put f 467k 62 call 38 put amd 404k 61 call 39 put nvda 402k 57 call 43 put nio 387k 58 call 42 put
8776,Update now 2.0 🚀🚀🚀 $SNOW  • Even amongst all the blood there is GREEN👩‍🚀 • All my plays given live for free on Twitter❤️ • I do it all for my team♥️ • $AMC #AMC $SPY $SPX $LZ $LCID $AAPL $GME $ATER $CEI $ROKU $WMT $LZ $AEI $ZM $NFLX $TSLA $BB $PLTR $ROKU $QQQ $AMD $BA $BABA  https://t.co/MFbVrv1FHP,jpatrades,2021-09-21,04:03:56,22,update 2 0 snow even amongst blood green plays given live free twitter team amc spy spx lz lcid aapl gme ater roku wmt lz aei zm nflx tsla bb pltr roku qqq amd baba
8781,$AAPL strong close near $143 … would look $145-$146 tomorrow,moon_shine15,2021-09-21,04:03:11,12,aapl strong close near 143 would look 145- 146 tomorrow
8783,$AAPL finishes down 2.14% to $142.94 after going as low as $141.28,marketrebels,2021-09-21,04:03:00,34,aapl finishes 2 14 142 94 going low 141 28
8844,"3.   $AAPL #Apple  Piyasa Değeri: 2.5 trilyon USD  Muhtemelen kırmızı çizgide tutunur.  Tutunamazsa, sarı çizgi, oldukça iyi bir alım yeri.  https://t.co/Z0TmUtk0U5",dr_arslan_smmm,2021-09-21,03:40:53,41,3 aapl piyasa değeri 2 5 trilyon usd muhtemelen kırmızı çizgide tutunur tutunamazsa sarı çizgi oldukça iyi alım yeri
8853,"🔴 Por si usted no las vio, así se preparan para cerrar las FAANG stocks + composite hoy:  $FB: -2.9% $AMZN: -3.9% $AAPL: -2.6% $NFLX: -2.9% $GOOG: -2.3%  $MSFT: -2.6% $TSLA: -4.5",dttofinanciero,2021-09-21,03:38:17,48,usted vio así preparan cerrar faang stocks composite hoy fb -2 9 amzn -3 9 aapl -2 6 nflx -2 9 goog -2 3 msft -2 6 tsla -4 5
8930,"Third worst day in my career.  P/L: -$5943  Traded $AMD, $AAPL, $TSLA, $ZM, $PYPL, $SPX &amp; /ES.  $ZM &amp; $PYPL: Small profits   The rest are losses.  #TW0E #DayTrading  https://t.co/dAjaoZntj5",protrader_vini,2021-09-21,03:14:21,15,third worst day career p - 5943 traded amd aapl tsla zm pypl spx amp zm amp pypl small profits rest losses
8944,"$AAPL - 🌊🌊 Unusual Options Activity per @unusual_whales &amp; TA thanks to @XclusiveTrading  🌊🌊 - $146Ps bought for Jan 2023, but $135 and $150Ps sold at the bid for Jan 2024 and 24 Sept 2021. Flow is 46.9% bearish for whales above $10K premium traded. $142 most pop. strike.  https://t.co/Sy3rvlEIRe",crowdtraitors,2021-09-21,03:10:00,22,aapl - unusual options activity amp thanks - 146ps bought jan 2023 135 150ps sold bid jan 2024 24 sept 2021 flow 46 9 bearish whales 10k premium traded 142 pop strike
8950,Some top tech sector flow coming in above ask:  $GOOG - $3.1M put block $AAPL - $1.8M call sweep $SQ - $898K put sweep,cheddarflow,2021-09-21,03:07:34,20,top tech sector flow coming ask goog - 3 1m put block aapl - 1 8m call sweep sq - 898k put sweep
8978,New idea: $AAPL sells iPhone via instalment plans = BNPL multiple uplift + PaaS (phone as a service) recurring revenue shift sends $AAPL stock to 60x earnings.,pythiar,2021-09-21,02:59:13,12,new idea aapl sells iphone via instalment plans bnpl multiple uplift paas phone service recurring revenue shift sends aapl stock 60x earnings
8980,$SPY  $2.80 to $5.50  $AAPL  $1.15 to $1.65  $AMD  $1.15 to $1.70   🤝💰  https://t.co/JRTFfDQG0K,keepit1k4l,2021-09-21,02:58:32,41,spy 2 80 5 50 aapl 1 15 1 65 amd 1 15 1 70
8982,"I am being told $AAPL's profits actually mostly come from phones, some of which are sold in China, and those aren't recurring revenue? Probably a fake rumor, but maybe worth digging into?",pythiar,2021-09-21,02:58:11,28,told aapl's profits actually mostly phones sold china recurring revenue probably fake rumor maybe worth digging
9002,Largest stocks that hit new 1 Month Lows at some point today  Apple $AAPL Microsoft $MSFT Google $GOOGL Facebook $FB Berkshire $BRK.B Nvidia $NVDA Visa $V JPMorgan $JPM Alibaba $BABA Johnson &amp; Johnson $JNJ Walmart $WMT Mastercard $MA $BAC PayPal $PYPL Adobe $ADBE Nike $NKE,stockmktnewz,2021-09-21,02:50:41,25,largest stocks hit new 1 month lows point today apple aapl microsoft msft google googl facebook fb berkshire brk b nvidia nvda visa jpmorgan jpm alibaba baba johnson amp johnson jnj walmart wmt mastercard bac paypal pypl adobe adbe nike nke
9009,Largest stocks that hit new 1 Month Lows at some point today  Apple $AAPL Microsoft $MSFT Google $GOOGL Facebook $FB Berkshire $BRK.B Nvidia $NVDA Visa $V JPMorgan $JPM Alibaba $BABA Johnson &amp; Johnson $JNJ Walmart $WMT Mastercard $MA $BAC PayPal $PYPL Adobe $ADBE Nike $NKE $CSCO,stockmktnewz,2021-09-21,02:49:35,13,largest stocks hit new 1 month lows point today apple aapl microsoft msft google googl facebook fb berkshire brk b nvidia nvda visa jpmorgan jpm alibaba baba johnson amp johnson jnj walmart wmt mastercard bac paypal pypl adobe adbe nike nke csco
9017,$SPY -2.56% $QQQ  -3.03% $IWM -3.4%  $AMZN $FB $AAPL $GOOGL - getting killed  My long term portfolio: -4.8% My day trading portfolio: -8.7% #perspective  https://t.co/iUWiINZNUA,problemsniper,2021-09-21,02:44:34,16,spy -2 56 qqq -3 03 iwm -3 4 amzn fb aapl googl - getting killed long term portfolio -4 8 day trading portfolio -8 7
9019,Some of my favorite tickers to trade that are getting killed today: (no position in any)  $AFRM -8.6% $NVDA -5.39% $SNOW -5.1% $LRCX -4.36% $AMZN -4.2% $AMD -4% $AAPL -3.08%,mandotrading,2021-09-21,02:44:25,14,favorite tickers trade getting killed today position afrm -8 6 nvda -5 39 snow -5 1 lrcx -4 36 amzn -4 2 amd -4 aapl -3 08
9034,$AAPL at fib level  https://t.co/ixpiFM1pLa,johnscharts,2021-09-21,02:39:04,19,aapl fib level
9088,$AAPL 2H   Must hold $137 for this wave IV to remain valid. Lets see what happens at $140  https://t.co/WPLF788jYq,rbc_trading,2021-09-21,02:24:31,12,aapl 2h must hold 137 wave iv remain valid lets see happens 140
9127,"RENDIMIENTOS DURANTE LOS ÚLTIMOS 10 AÑOS  Bitcoin $BTC +994,608%  Tesla $TSLA +15,200%  NVIDIA $NVDA +6,053%  Netflix $NFLX +2,337%  Amazon $AMZN +1,427%  Microsoft $MSFT +1,280%  Apple $AAPL +1,112%  Google $GOOGL +937%  S&amp;P 500 $SPY +344%  Bonds $AGG +35%  Gold $GLD -6%",dividendc2,2021-09-21,02:13:57,15,rendimientos últimos 10 años bitcoin btc 994 608 tesla tsla 15 200 nvidia nvda 6 053 netflix nflx 2 337 amazon amzn 1 427 microsoft msft 1 280 apple aapl 1 112 google googl 937 amp p 500 spy 344 bonds agg 35 gold gld -6
9154,"Highest volume contracts today, 9/20 (No ETFs)  $TSLA $PLTR $AAPL $LCID $CCJ $RIOT $SDC $BE $GILD  https://t.co/p4PjaFEDn1  https://t.co/xmwubnf0xk",snorlax_support,2021-09-21,02:03:14,39,highest volume contracts today 9 20 etfs tsla pltr aapl lcid ccj riot sdc gild
9177,$AAPL $AMD $AMZN $BABA $CRSR $MSFT $MU $OTIS Güncel aktif fiyat alarmlarım  https://t.co/NiIOY70mNj,onestoploss,2021-09-21,01:53:50,19,aapl amd amzn baba crsr msft otis güncel aktif fiyat alarmlarım
9180,Here's how the largest stocks have performed so far today  Apple $AAPL -2.4% Microsoft $MSFT -2.4% Google $GOOGL -2.1% Amazon $AMZN -3.5% Facebook $FB -3.3% Tesla $TSLA -4% Taiwan Semi $TSM -2.8% Berkshire $BRK.B -1.6% Nvidia $NVDA -4.7% Visa $V -1.5% $JPM -3.8% $BABA -6.2%,stockmktnewz,2021-09-21,01:52:35,13,here's largest stocks performed far today apple aapl -2 4 microsoft msft -2 4 google googl -2 1 amazon amzn -3 5 facebook fb -3 3 tesla tsla -4 taiwan semi tsm -2 8 berkshire brk b -1 6 nvidia nvda -4 7 visa -1 5 jpm -3 8 baba -6 2
9211,$AAPL call sweep  190 Feb2022 150 calls opened for $7.30. $138K premium. 0 OI,cheddarflow,2021-09-21,01:37:31,16,aapl call sweep 190 feb2022 150 calls opened 7 30 138k premium 0 oi
