,Unnamed: 0,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet
0,0,DontFeedBear,"If you survived Q1 with a growth/tech portfolio…you can survive this. Don’t freak out. 

$QQQ $SPY $MSFT $AAPL $AMD $NVDA $PLTR $DKNG $FUBO $U $NET $TWLO $QS $PLUG $ARKK $BLNK $TTD $ZEN $PYPL https://t.co/ZkSCaHROLk",2021-09-29 16:32:46+00:00,10236,16,26,220,survive q1 growth tech portfolio survive freak qqq spy msft aapl amd nvda pltr dkng fubo u net twlo q plug arkk blnk ttd zen pypl
1,1,TickerSymbolYOU,"🔥 BREAKING: @CathieDWood sold 9.8% of @ARKInvest's $TSLA shares yesterday; a sale of 393,000 shares or $362M.

Although the single largest sale of @Tesla's stock I've seen from #arkinvest, it's still the top position (and over 10% by weight) in $ARKK, $ARKW, and $ARKQ.",2021-09-29 11:05:41+00:00,4037,36,15,208,break sell tsla share yesterday sale share 362m although single large sale stock see still top position weight arkk arkw arkq
2,2,INArteCarloDoss,"Things are definitely accelerating for $ARKK , down big YTD, many names deeply under-water, Cathie’s macro paradigm proven blatantly wrong. How bad can it get? Here is everything you need to raid the lost $ARKK https://t.co/7Sbd99IyMl",2021-09-29 09:51:57+00:00,74464,39,33,471,thing definitely accelerate arkk big ytd many name deeply water cathie macro paradigm prove blatantly wrong bad get everything need raid lose arkk
3,3,Investingcom,"*CATHIE WOOD'S ARK FUND NOW DOWN 10% FOR THE YEAR AFTER TECH ROUT

$ARKK https://t.co/HvSBuHsEQj",2021-09-29 03:58:44+00:00,599392,30,44,255,cathie wood fund year tech rout arkk
4,4,saxena_puru,"$ARKK - Price has breached July and August lows -

The primary and short-term trends are down for now. https://t.co/eTxkWsRHrC",2021-09-29 01:33:25+00:00,221705,33,35,367,arkk price breach july august low primary short term trend
5,5,DougKass,"Bitcoin has no intrinsic value.
Tesla ($TSLA) has no auto-based profits.
Zoom ($ZM) and Peloton ($PTON) have no physical plant.
Precious metals have no friends.
Ark Invest ($ARKK) may soon have less liquidity.
Congress and The Fed have no discipline.",2021-09-28 09:50:13+00:00,108147,23,43,330,bitcoin intrinsic value tesla tsla auto base profit zoom zm peloton pton physical plant precious metal friend invest arkk may soon le liquidity congress feed discipline
9,9,TeslaAndBitcoin,"I am thinking of selling ALL my #Bitcoin and $ARKK and just buy $TSLA. If I do that, should this account still be “Tesla and Bitcoin”?",2021-09-13 06:44:38+00:00,5109,93,10,322,think sell arkk buy tsla account still tesla bitcoin
10,10,1478397vw,"What people don't realize is that once 4680 cell is scaled up, everything grows from there. Powerwall, Solar, Megapack, Semi, Tesla ""Q"", Cybertruck. Growth will explode! 3000$ ARKK price target is easily obtainable",2021-09-10 15:03:45+00:00,1455,13,17,293,people realize cell scale everything grow powerwall solar megapack semi tesla q cybertruck growth explode arkk price target easily obtainable
11,11,Trendspider_J,"Came up with my list of “requested charts” over the weekend :)

Posting these later:
$NIO
$PYPL
$APPS
$DKNG
$PENN
$BBIG
$WISH
$AMZN
$ROKU
$ARKK
$AMC
$GME
$SLV
$NFLX
$MRNA",2021-09-06 20:14:44+00:00,111347,35,9,375,come list request chart weekend post late nio pypl apps dkng penn bbig wish amzn roku arkk amc gme slv nflx mrna
12,12,FrankYanWang,"My portfolio YTD is 8% beaten by 20.75% from S&amp;P500. Largely because my top 4 positions are not doing well. $TSLA, $ZM, $TDOC, $ARKK. But when zoom out a little bit. My 1,2,3 years (46%,245%,301%) performance are better than S&amp;P500. I am expecting to beat market in next 5-10 yrs. https://t.co/BkwpWjnXt0",2021-09-05 00:08:29+00:00,3380,26,24,273,portfolio ytd beat amp p500 largely top position well tsla zm tdoc arkk zoom little bite year performance good amp p500 expect beat market next yr
13,13,BullishRippers,"How the top 10 holdings in the Ark Invest Innovation ETF $ARKK have performed so far in 2021

Tesla $TSLA +4%
Teladoc $TDOC -28%
$ROKU +3%
Coinbase $COIN +11% (Went public in April)
Unity $U -13%
Zoom $ZM -12%
Shopify $SHOP +37%
Square $SQ +24%
Spotify $SPOT -21%
Twilio $TWLO +8%",2021-09-04 17:18:44+00:00,5634,14,45,243,top hold invest innovation etf arkk perform far tesla tsla teladoc tdoc roku coinbase coin go public april unity u zoom zm shopify shop square sq spotify spot twilio twlo
14,14,RaoulGMI,@RealVision Love this! I'll take the new inverse ARKK ETF...,2021-08-31 15:56:59+00:00,672232,36,13,333,love take new inverse arkk etf
15,15,GerberKawasaki,"Let’s be real. Dream team of active management for long term investors. My friend @garyblack00 just launched his Future Fund. You put $ARKK $GK and $FFND in a portfolio. Me, Cathie and Gary. Love it. #tesla $tsla",2021-08-30 15:35:58+00:00,175345,51,32,790,let real dream team active management long term investor friend launch future fund put arkk gk ffnd portfolio cathie gary love tsla
16,16,alsabban1982,"مايكل بيري الطبيب المستثمر المعروف الذي توقع ازمة العقار ب٢٠٠٨ متشائم جدا حيال سوق الاسهم ويرى ان الفوضى قادمةو الانهيار الكبير قادم خصوصا باسهم التكنولوجيا العملاقة تيسلا صناديق الاستثمار الجريئة مثل $ARKK

 البديل بنظره؟
الاستثمار في ؟الاصول الحقيقية Real Assets و؟الماء
لم افهم https://t.co/fCZ0o73cEb",2021-08-29 07:01:27+00:00,134773,15,16,253,مايكل بيري الطبيب المستثمر المعروف الذي توقع ازمة العقار ب٢٠٠٨ متشائم جدا حيال سوق الاسهم ويرى ان الفوضى قادمةو الانهيار الكبير قادم خصوصا باسهم التكنولوجيا العملاقة تيسلا صناديق الاستثمار الجريئة مثل arkk البديل بنظره الاستثمار في الاصول الحقيقية real asset و الماء لم افهم
17,17,MFHoz,"$ARKK has been melting up since Burry started betting against them. Big banks hate Burry after he foresaw and profited from the subprime mortgage crisis back in 2008. If you notice, everytime his short position is announced in something, it melts up.",2021-08-24 19:35:23+00:00,33785,41,21,289,arkk melt since burry start bet big bank hate burry foresee profit subprime mortgage crisis back notice everytime short position announce something melt
19,19,DrHippocratesMD,"@charliebilello A lot of your subscribers are intelligent enough to realize that cherry picking data to support a narrative can be done in multiple ways to prove multiple outcomes. 

Since March 20, 2021

ARKK +240%
SPY +100%",2021-08-22 19:58:29+00:00,201,17,9,555,lot subscriber intelligent enough realize cherry pick data support narrative do multiple way prove multiple outcome since march arkk spy
20,20,WOLF_Financial,"Which portfolio are you holding for 3 years?

A.
$TLA Tesla
$PLTR Palantir
$VOO
$BTC Bitcoin

B.
$SE Sea Ltd.
$NVDA Nvidia
$VTI
$ETH Ethereum

C.
$GOOG Google
$UPST Upstart
$ARKK 
$DOGE Dogecoin

D.
$AAPL Apple
$FB Facebook
$QQQ
$ADA - Cardano

👇",2021-08-21 15:03:24+00:00,25339,615,118,763,portfolio hold year tla tesla pltr palantir voo btc bitcoin b se sea ltd nvda nvidia vti eth ethereum c goog google upst upstart arkk doge dogecoin aapl apple fb facebook qqq ada cardano
21,21,TeslaAndBitcoin,I am probably gonna sell all my $ARKK and buy $TSLA. Going all-in.,2021-08-21 06:26:45+00:00,5110,43,23,526,probably gonna sell arkk buy tsla go
22,22,saxena_puru,"$ARKK - Trend check 

Short-term + primary trends are currently DOWN https://t.co/9bjkJY3QOu",2021-08-19 21:48:04+00:00,221705,27,8,217,arkk trend check short term primary trend currently
23,23,BobPisani,"$ARKK Cathie Wood: ""EV [electric vehicle] prices will drop below gasoline power car prices in a year or two."" Bold call, even for a $TSLA bull. 
@CNBC",2021-08-19 15:44:33+00:00,97298,145,112,1302,arkk cathie wood ev electric vehicle price drop gasoline power car price year two bold call even tsla bull
24,24,garyblack00,"@ChrisBloomstran is trying to evaluate the $ARKK growth portfolio using trailing value metrics. In his long-winded tweet, Chris makes no attempt to forecast earnings, free cash flow or future value - the very essence of fundamental analysis - and then discount them back. $tsla https://t.co/db5QW5s5FX",2021-08-18 09:56:19+00:00,85534,16,17,221,try evaluate arkk growth portfolio use trail value metric long wind tweet chris make attempt forecast earn free cash flow future value essence fundamental analysis discount back tsla
25,25,plantmath1,This guy showing his own portfolio returns that underperformed $SPY for 7 of the last 10 years to dunk on $ARKK while they are down. Yikes. https://t.co/JgFb2yfFRI,2021-08-18 00:55:34+00:00,21537,37,7,225,guy show portfolio return underperform spy last year dunk arkk yikes
26,26,ChrisBloomstran,"Dear Cathie, I was surprised at the indignity of seeing a high-profile investor short your largest product, so sought to determine why. Examining the $ARKK June 30 Factsheet, it appears devoid of what some investors refer to as “fundamental data.” Important? Let's see...1/ https://t.co/4JwNEBvygd",2021-08-18 00:32:30+00:00,56673,202,488,2716,dear cathie surprise indignity see high profile investor short large product seek determine examine arkk june factsheet appear devoid investor refer fundamental data important let see
27,27,EricBalchunas,"Wow, nearly a perfect 3-way tie in 12mo returns for $ARKK, $QQQ and $SPY https://t.co/JnLigdWAm7",2021-08-17 20:12:07+00:00,71635,9,36,285,wow nearly perfect way tie 12mo return arkk qqq spy
28,28,SawyerMerritt,Cathie Wood Says Big Short’s Michael Burry Doesn’t Understand Tech Fundamentals as His Hedge Fund Bets Against Ark Innovation ETF (ARKK) and Tesla (TSLA) https://t.co/h99Su55WPh,2021-08-17 16:33:41+00:00,75779,20,21,385,cathie wood say big short michael burry understand tech fundamental hedge fund bet innovation etf arkk tesla tsla
29,29,GerberKawasaki,"Cathie is so nice. I’ll interpret “Burry doesn’t know shit, he was lucky once in his career.”  $arkk https://t.co/6WHPm8BJYo",2021-08-17 15:46:34+00:00,175346,103,102,1263,cathie nice interpret burry know shit lucky career arkk
30,30,BahamaBen9,"$ARKK is up 34% over the last year.

The S&amp;P 500 $SPY is up 32%.

Why is $ARKK suddenly a giant bubble?",2021-08-17 03:04:10+00:00,45266,40,15,370,arkk last year amp p spy arkk suddenly giant bubble
31,31,marketplunger1,"Not gonna lie it is impressive how well $ARKK follows the dot-com bubble chart. 

H/t: @DanN94011656 https://t.co/73S37JkWID",2021-08-16 23:43:55+00:00,21716,27,76,354,gonna lie impressive well arkk follow dot com bubble chart h
32,32,Investingcom,"*MICHAEL BURRY'S SCION BET AGAINST CATHIE WOOD'S ARK

$ARKK https://t.co/zQza8wsITP",2021-08-16 17:43:32+00:00,599400,28,55,342,michael burry scion bet cathie wood arkk
33,33,EricBalchunas,Burry makes bearish bets on $ARKK. Scoop via @SamJPotter https://t.co/QOPaJeC6sD,2021-08-16 15:51:49+00:00,71635,31,62,262,burry make bearish bet arkk scoop via
34,34,Mayhem4Markets,"Cathie bought another 1,156,048 shares of $PLTR for $ARKK today.",2021-08-14 03:00:59+00:00,13074,5,15,259,cathie buy another share pltr arkk today
35,35,CJ_Johnson17th,"I noticed something today. 

Zillow and Arkk have the same chart pattern https://t.co/G4MbaBBLwX",2021-08-13 10:17:53+00:00,180474,11,17,311,notice something today zillow arkk chart pattern
36,36,ul_arkk,"If you choose PSG in FIFA 22, I will choose PSG as well. I don’t have shame, it will be PSG vs PSG. 😂🔥 https://t.co/kccKfpzQlQ",2021-08-10 08:41:32+00:00,3696,17,198,1152,choose psg fifa choose psg well shame psg v psg
37,37,TommyThornton,$ARKK funds have sold 5% of their $TSLA position in the last 14 days and sold 2% yesterday.  Looks like they are hitting bids again today,2021-08-06 15:15:45+00:00,54701,14,24,229,arkk fund sell tsla position last day sell yesterday look like hit bid today
38,38,garyblack00,"@SawyerMerritt Exactly right.  ARK has made it clear it’s target $TSLA weight in $ARKK is 10%.  When the weight gets to 11% because $TSLA increases 10% relative to the rest of the portfolio, ARK trims.  When $TSLA drops 10%, ARK tops it off.  Doesn’t signal anything.",2021-08-06 02:47:51+00:00,85533,5,6,255,exactly right make clear target tsla weight arkk weight get tsla increase relative rest portfolio trim tsla drop top signal anything
39,39,SawyerMerritt,"ARK Invest sold about 163,758 shares of $TSLA today (worth over $117M) for its $ARKK &amp; $ARKW ETF to bring it closer to a 10% weighting. https://t.co/6ITZW3UHt4",2021-08-06 02:09:22+00:00,75779,17,10,243,invest sell share tsla today worth 117m arkk amp arkw etf bring close weight
40,40,GMEshortsqueeze,"$GME Cathie/ $ARKK has interest in gaming, esports, and ethereum. Check - Unity, Skillz, Nintendo...

If the bread crumbs about Gamestop bringing tens of millions on to ethereum come to fruition (disruptive innovation?), I'm speculating Gamestop could make it on that list. https://t.co/9amFv1vXWz",2021-08-05 15:46:09+00:00,20518,25,27,296,gme cathie arkk interest game esports ethereum check unity skillz nintendo bread crumb gamestop bring ten million ethereum come fruition disruptive innovation speculate gamestop could make list
41,41,michaelbatnick,ARKK made $115 million in Robinhood today. https://t.co/BkQTsvznF1,2021-08-04 20:50:43+00:00,164307,51,92,831,arkk make million robinhood today
42,42,TeslaAndBitcoin,So far I’ve made enough today to live on for a year $TSLA $ARKK,2021-08-02 16:20:50+00:00,5110,33,12,462,far make enough today live year tsla arkk
43,43,jaksburner,me walking into the office on monday ready to put 134% of client capital into the short arkk etf https://t.co/wk6TmaOS3E,2021-07-31 16:04:13+00:00,3292,11,27,387,walk office monday ready put client capital short arkk etf
44,44,EricBalchunas,"Holy sht, a filing for an Inverse ARKK ETF. Now some can put their money where their mouth is :) Enjoy. https://t.co/saAGZfhxdv",2021-07-30 22:06:26+00:00,71636,31,34,237,holy sht file inverse arkk etf put money mouth enjoy
45,45,EtfHearsay,"𝑾𝑶𝑾:  Anti $ARKK ETF filed by Tuttle

The Short ARKK ETF
Ticker: $SARK | Fees: 0.75%

Eff Oct 13

Inverse daily performance of ARKK ETF via swaps.

https://t.co/l5AvOucong

@ARKInvest @tuttlecapital https://t.co/uVy7FIIdtx",2021-07-30 21:17:39+00:00,1157,36,46,251,anti arkk etf file tuttle short arkk etf ticker sark fee eff oct inverse daily performance arkk etf via swap
46,46,1charts6,"Continuing to see weak action across board imo, even in big tech, with AAPL holding QQQ up. Line of least resistance feels down to me. I'm short Nasdaq and a few individual stocks. ARKK looks weak to me. Not going to follow up on shorts but think need to protect capital here.",2021-07-30 18:40:44+00:00,39326,16,21,276,continue see weak action across board imo even big tech aapl hold qqq line least resistance feel short nasdaq individual stock arkk look weak go follow short think need protect capital
47,47,Dividend_Dollar,"Want hands off? Invest in ETFs and/or Index Funds

Set it and forget it

S&amp;P 500
$SPY
$IVV
$VOO
$FXAIX

Technology
$QQQ
$QQQJ
$VGT

Consumer Disc
$FDIS
$VCR

Dividends
$DGRO
$SCHD
$VYM

REITs
$VNQ
$SCHH

Growth
$ARKK
$ARKW
$ARKF",2021-07-30 14:10:00+00:00,29589,16,63,297,want hand invest etf index fund set forget amp p spy ivv voo fxaix technology qqq qqqj vgt consumer disc fdis vcr dividend dgro schd vym reit vnq schh growth arkk arkw arkf
48,48,saxena_puru,"$ARKK - primary + short-term trends flipped to DOWN

My portfolio is now hedged https://t.co/veJsfs3LW6",2021-07-27 14:41:56+00:00,221706,54,14,306,arkk primary short term trend flip portfolio hedge
49,49,CJ_Johnson17th,"I have very big bets in ARKK, ARKF, SPG, Z, BTC and ETH",2021-07-26 02:06:55+00:00,180474,36,60,1259,big bet arkk arkf spg z btc eth
50,50,NoTimeZone_,$ETH $BTC $ARKK $QQQ $VOO https://t.co/vqkBQWCjcj,2021-07-24 21:54:48+00:00,42812,15,85,586,eth btc arkk qqq voo
51,51,alphatrends,"VIDEO  https://t.co/JS0r6wn2Z8 Stock Market &amp; #Bitcoin Analysis 7/23/21

$SPY $QQQ $IWM $SMH $IBB $XLF $NVDA $FB $AMZN $AMD $ARKK

⚓️VWAP

Bears got trapped once again, have a great wknd! https://t.co/c2Qh7NodxS",2021-07-23 20:24:23+00:00,169512,16,47,375,video stock market amp analysis spy qqq iwm smh ibb xlf nvda fb amzn amd arkk vwap bear get trap great wknd
52,52,GerberKawasaki,Well if you don’t own bitcoin. That was pretty compelling. $tsla $sq $arkk $gk,2021-07-21 19:36:51+00:00,175347,34,20,562,well bitcoin pretty compel tsla sq arkk gk
53,53,AnthonyOhayon,"15% $SE
10% $ARKK
5% $SQ
5% $NVDA
5% $TWLO
5% $TSLA",2021-07-21 13:47:08+00:00,44707,32,16,296,se arkk sq nvda twlo tsla
54,54,TheBullduck,"Nasıl bir para var anlamak zor.

Cathie Wood'un başında bulunduğu ARK Investment  toplamda 47.39 milyon dolarlık 210,681 lot yeni Coinbase hissesi almış.

Detaylar şu sekilde:

Pazartesi:
48,977 lot - ARK Next Generation Internet ETF (ARKW) 22,900 lot  -ARK Innovation ETF (ARKK)",2021-07-21 12:12:28+00:00,210347,25,8,407,nasıl bir para var anlamak zor cathie wood un başında bulunduğu investment toplamda milyon dolarlık lot yeni coinbase hissesi almış detaylar şu sekilde pazartesi lot next generation internet etf arkw lot innovation etf arkk
55,55,mirror_protocol,"Welcome to the Mirror fam, ARKK.

A step closer to mirroring everything under the 🌖.

Get you some mARKK 👇https://t.co/Cs7KFwL48L https://t.co/JKVeZfeIbj",2021-07-21 09:25:42+00:00,66905,10,28,239,welcome mirror fam arkk step close mirror everything get markk
56,56,DavidSchawel,"Sure. Now let’s look at JP Morgan’s ratings on ARKK’s top holdings:
$TSLA: Underweight
$ROKU: Overweight
$TDOC: Overweight
$SQ:   Overweight 
$TWLO: Overweight 
$SPOT: Overweight 
$COIN: Overweight https://t.co/Ge0cW2Hd0X",2021-07-15 14:26:15+00:00,50664,14,21,250,sure let look jp morgan rat arkk top hold tsla underweight roku overweight tdoc overweight sq overweight twlo overweight spot overweight coin overweight
57,57,saxena_puru,"Updated portfolio -

$ADYEY $AGC $AFTPY $CRWD $DKNG $DLO $DOCU $FVRR $GHVI $GLBE $LSPD $MELI $OKTA $PINS $PLTR $ROKU $RTP $SE $SHOP $SNAP $SNOW $SOFI $TWLO #ES_F

$ARKK primary trend flipped to DOWN today (price on shaded area), so my growth stock exposure is now hedged. https://t.co/Fk7tTdotQo",2021-07-14 22:55:47+00:00,221706,96,60,654,update portfolio adyey agc aftpy crwd dkng dlo docu fvrr ghvi glbe lspd meli okta pin pltr roku rtp se shop snap snow sofi twlo arkk primary trend flip today price shade area growth stock exposure hedge
58,58,EliteOptions2,"Elite Options Watchlist 💡

$TSLA 7/16 680C over 659 | Target 🎯: 686 | Stop loss: 650
$SNOW 7/16 280C over 266 | Target 🎯: 280 | Stop loss: 260
$AAPL 7/23 146C over 145 | Target 🎯: 151 | Stop loss: 142
$ARKK 7/30 130C over 127 | Target 🎯:  130 | Stop loss: 125",2021-07-12 00:00:14+00:00,82093,6,57,435,elite option watchlist tsla 680c target stop loss snow 280c target stop loss aapl 146c target stop loss arkk 130c target stop loss
59,59,saxena_puru,"$ARKK Trend check -

Primary trend is UP (price &gt; pink shaded area)
Short-term trend is DOWN (dashed line &lt; black line)

Note price touched pink shaded area on Thursday before strong bounce to close out the week. https://t.co/Asyygu7Ea3",2021-07-09 22:52:42+00:00,221706,18,11,224,arkk trend check primary trend price gt pink shade area short term trend dash line lt black line note price touch pink shade area thursday strong bounce close week
60,60,SawyerMerritt,"ARK Invest bought about 110,731 shares of $TSLA today (worth over $71.3M) for its $ARKK ETF to bring it closer to a 10% weighting. https://t.co/vLX4dqDRvn",2021-07-08 02:34:36+00:00,75785,23,74,637,invest buy share tsla today worth 3m arkk etf bring close weight
62,62,HikComH,"Eu fui atrás da tão INFAME CENA do Batatinha falando ""Porra Manda-Chuva"" porque tem na HBO Max os eps de Manda-Chuva e o pior é que a qualidade de áudio faz parecer MUITO MESMO que ele falou ""Porra"" e não ""Orra""

Episódio 3 ""Jazz Infernal"" - Temporada 1 pra quem quiser saber. https://t.co/0lQwkLtgne",2021-07-05 08:13:28+00:00,267,9,73,241,eu fui atrás da tão infame cena batatinha falando porra manda chuva porque tem na hbo max o eps de manda chuva e pior é que qualidade de áudio faz parecer muito mesmo que ele falou porra e não orra episódio jazz infernal temporada pra quem quiser saber
63,63,cadeinvests,"Like high growth companies?

You will like the ETF $ARKK

Top 10 holdings:

1. $TSLA
2. $ROKU
3. $TDOC
4. $SQ
5. $ZM
6. $SHOP
7. $TWLO
8. $COIN
9. $SPOT
10. $U

And it’s still down around 17% from it’s all time high.",2021-06-30 14:53:41+00:00,10105,16,28,201,like high growth company like etf arkk top hold tsla roku tdoc sq zm shop twlo coin spot u still around time high
64,64,saxena_puru,"$ARKK Trend Check -

Primary trend + short-term trends are UP. 

Positive sign the growth ETF has closed at 3-month high (above March and April highs).  

Path of least resistance is UP for now. https://t.co/YQuqkWkZiQ",2021-06-29 22:22:39+00:00,221707,20,32,356,arkk trend check primary trend short term trend positive sign growth etf close month high march april high path least resistance
67,67,SixSigmaCapital,"Remember when Twitter Gurus said the following names were in “stage 4 decline”

$PTON 
$ZM 
$TSLA 
$ROKU
$ARKK",2021-06-23 23:03:41+00:00,7461,27,9,229,remember twitter guru say follow name stage decline pton zm tsla roku arkk
68,68,saxena_puru,"Strong day for growth stocks with $ARKK climbing 2% and many leaders up a lot more. 

The primary and short-term trends for $ARKK are currently up but any news on tapering from Fed (Jackson Hole?) *might* trigger a tantrum/wobble.

Path of least resistance is up for now.",2021-06-23 20:50:35+00:00,221707,19,6,340,strong day growth stock arkk climb many leader lot primary short term trend arkk currently news taper feed jackson hole might trigger tantrum wobble path least resistance
69,69,CJ_Johnson17th,"Top 9 stock holdings in order of value 

Only adding to $Arkk and $Z now https://t.co/NYkJ1CWeId",2021-06-22 03:44:03+00:00,180474,9,30,407,top stock hold order value add arkk z
71,71,CJ_Johnson17th,"If you don’t want to trade / invest yourself here’s what you can do 

1. Open a TD ameritrade account 

2. Buy $VOO, $VGT, $ARKK with every paycheck 

3. Wait 

That’s it and that’s all.",2021-06-16 19:02:31+00:00,180474,9,69,510,want trade invest open td ameritrade account buy voo vgt arkk every paycheck wait
72,72,CJ_Johnson17th,"After I take this nap and watch basketball imma chart every holding in Arkk and Arkg &amp; Arkf

Stay on the attack my Gs",2021-06-15 22:26:39+00:00,180475,8,16,362,take nap watch basketball imma chart every hold arkk arkg amp arkf stay attack g
73,73,RaoulGMI,"Let's see how the Fed plays out but PTJ's observation that if they stick with their unemployment narrative then that is wildly bullish tech (BTC and gold too). Many big tech charts are looking poised to break higher, along with $ARKK.

Also....",2021-06-14 16:34:51+00:00,672239,47,132,1231,let see feed play ptj observation stick unemployment narrative wildly bullish tech btc gold many big tech chart look poise break high along arkk also
74,74,EliteOptions2,"Elite Options Watchlist 💡

$ZM 6/18 380C over 367 | Target 🎯: 381 | Stop loss: 361
$TSLA 6/18 650C over 629 | Target 🎯: 644 | Stop loss: 620
$TLRY 8/20 25C over 22.54 | Target 🎯:  27 | Stop loss: 19
$ARKK 7/09 120C over 114 | Target 🎯: 120 | Stop loss: 111",2021-06-14 00:00:06+00:00,82097,4,54,381,elite option watchlist zm 380c target stop loss tsla 650c target stop loss tlry 25c target stop loss arkk 120c target stop loss
75,75,highyield6,Everyone laughing at ARKK  @CathieDWood buying $ZM everyday for the last 6 months the same way they laughed at her for buying $TSLA years ago and the same way they are laughing at her buying $TDOC for the last 6 months.  You think she’s going to be wrong too?  Hmmm I think not,2021-06-12 12:25:42+00:00,5168,13,19,254,everyone laugh arkk buy zm everyday last month way laugh buy tsla year ago way laugh buy tdoc last month think go wrong hmmm think
76,76,saxena_puru,"After several weeks, the primary trend of $ARKK has flipped to UP. 

This is not a prediction, simply an observation based on today's closing price and trend following indicators.

I'm leveraged long with no hedges in place.",2021-06-11 22:19:03+00:00,221707,39,19,662,several week primary trend arkk flip prediction simply observation base today close price trend follow indicator leverage long hedge place
77,77,MacroCharts,"$ARKK Bears still pressing the ""big Short"":

• Shorts *more than doubled* since Feb
• Shorts have little profit – any bounce would create big losses
• Many key ARK holdings are basing and turning up

In a year where Shorts have been *relentlessly* squeezed – what happens next? https://t.co/fhB9t9ujtW",2021-06-11 11:00:00+00:00,99745,17,59,399,arkk bear still press big short short double since feb short little profit bounce would create big loss many key hold base turn year short relentlessly squeeze happen next
80,80,traderstewie,$ARKK ... give this one a few more days to firm up better in this big weekly wedge and it should get running again .... https://t.co/iUzJLz6ED9,2021-06-01 18:03:32+00:00,331402,31,47,446,arkk give one day firm good big weekly wedge get run
81,81,The_RockTrading,$TSLA $AMD partnership is what we needed for a tech recovery. $ARKK 👀,2021-06-01 03:37:49+00:00,112034,5,35,275,tsla amd partnership need tech recovery arkk
82,82,EliteOptions2,"Elite Options Watchlist 💡

$TSLA 6/04 650C over 629 | Target 🎯: 659 | Stop loss: 618
$NVDA 6/04 665C over 649 | Target 🎯: 668 | Stop loss: 640
$ARKK 6/11 116C over 114 | Target 🎯: 120 | Stop loss: 112
$BIDU 6/11 205C over 200 | Target 🎯: 217 | Stop loss: 195",2021-06-01 00:00:10+00:00,82097,7,37,365,elite option watchlist tsla 650c target stop loss nvda 665c target stop loss arkk 116c target stop loss bidu 205c target stop loss
83,83,801010athlete,"Dudes, when you talk shit about @CathieDWood you’re just showing how insecure and jealous you are. She’s humble and a visionary. Naz up 107% from March 2020 low, ARKK up 300+%.",2021-05-29 13:24:45+00:00,14433,20,9,311,dude talk shit show insecure jealous humble visionary naz march low arkk
84,84,GerberKawasaki,Sad to read Cathie Wood is a trump supporter and donated $25k to his campaign in 2020. $arkk,2021-05-29 13:14:54+00:00,175348,666,46,1115,sad read cathie wood trump supporter donate 25k campaign arkk
85,85,Pedro_Capital,$ARKK crossed over the 200D Fettuccini Alfredo level. Just last week I called for a stage 4 decline and now I believe productive assets are undervalued. Time to go long.,2021-05-29 03:37:38+00:00,3422,23,11,324,arkk cross 200d fettuccini alfredo level last week call stage decline believe productive asset undervalue time go long
86,86,saxena_puru,"The recent price action in the leading growth stocks is suggesting that the Stage 4 decline after last year's parabolic run is probably over. 

Notable $ARKK bottomed bang on the 50% Fib level. 

Some base building will be constructive before sustainable rally gets underway.",2021-05-27 21:38:19+00:00,221707,36,42,656,recent price action lead growth stock suggest stage decline last year parabolic run probably notable arkk bottom bang fib level base build constructive sustainable rally get underway
87,87,charliebilello,"2021 Returns...
Dogecoin $DOGE: +7,326%
GameStop $GME: +1,174%
AMC $AMC: +940%
Koss $KOSS: +508%
Express $EXPR: +410%
Ethereum $ETH: +287%
Bitcoin $BTC: +39%
S&amp;P $SPY: +13%
Bonds $BND: -3%
IPOs $IPO: -6%
ARK $ARKK: -11%
Tesla $TSLA: -12%
SPACs $SPAK: -13%
Volatility $VIX: -26%",2021-05-27 14:57:25+00:00,311978,49,248,927,return dogecoin doge gamestop gme amc amc kos kos express expr ethereum eth bitcoin btc amp p spy bond bnd ipo ipo arkk tesla tsla spacs spak volatility vix
88,88,BW,"Cathie Wood's ARKK is way off its peak as bold bets on Tesla and Bitcoin tumble. But for her, there's always five years from now. https://t.co/KmTQjjzqYP",2021-05-27 14:47:11+00:00,1897266,27,48,242,cathie wood arkk way peak bold bet tesla bitcoin tumble always five year
89,89,traderstewie,"$ARKK 'Chart Request'
Like many High Growth stocks recently, this Cathy Wood's ETF has pulled back after a monster run in 2020. 
Pullback looks healthy and constructive(won't be easy to ignore the naysayers).... wedging in BULLISH form and looks ready for the recovery phase, imho https://t.co/aca8XM37h4 https://t.co/OkvNTYyrJW",2021-05-26 20:19:59+00:00,331402,24,38,319,arkk chart request like many high growth stock recently cathy wood etf pull back monster run pullback look healthy constructive easy ignore naysayer wedge bullish form look ready recovery phase imho
90,90,UncommonYield,"MY Ranking of top ETF

1️⃣ $VB - US Small Cap
2️⃣ $VNQ - US REITs
3️⃣ $VTI - Total US
4️⃣ $VXUS - International
5️⃣ $VWO - Emerging Markets
6️⃣ $ARKK - Actively Managed
7️⃣ $VIG - Dividend Growers
8️⃣ $VUG - US Growth
9️⃣ $QYLD - Nasdaq Covered Calls

What would you change or add?",2021-05-26 14:24:50+00:00,12295,38,37,207,rank top etf vb u small cap vnq u reit vti total u vxus international vwo emerge market arkk actively manage vig dividend grower vug u growth qyld nasdaq cover call would change add
